INT	STRING	INT	INT	INT	INT
1785	上妳	1	1	1	1
1786	神经病	1	1	1	1
1787	屎妳娘	1	1	1	1
1788	屎你娘	1	1	1	1
1789	王八蛋	1	1	1	1
1790	我操	1	1	1	1
1791	我日	1	1	1	1
1792	乡巴佬	1	1	1	1
1793	猪猡	1	1	1	1
1794	掯	1	1	1	1
1795	湿了	1	1	1	1
1796	骑她	1	1	1	1
1797	欠骑	1	1	1	1
1798	欠人骑	1	1	1	1
1799	来爽我	1	1	1	1
1800	来插我	1	1	1	1
1801	干她妈	1	1	1	1
1802	干妳	1	1	1	1
1803	干妳娘	1	1	1	1
1804	干你	1	1	1	1
1805	干你妈	1	1	1	1
1806	干你妈B	1	1	1	1
1807	干你妈逼	1	1	1	1
1808	干你娘	1	1	1	1
1809	干他妈	1	1	1	1
1810	干他	1	1	1	1
1811	干她	1	1	1	1
1812	干死	1	1	1	1
1813	干爆	1	1	1	1
1814	干机	1	1	1	1
1815	干鸡	1	1	1	1
1816	干入	1	1	1	1
1817	干X	1	1	1	1
1818	干它	1	1	1	1
1819	干牠	1	1	1	1
1820	干您	1	1	1	1
1821	干汝	1	1	1	1
1822	干林	1	1	1	1
1823	操林	1	1	1	1
1824	干尼	1	1	1	1
1825	干勒	1	1	1	1
1826	干我	1	1	1	1
1827	干到	1	1	1	1
1828	干啦	1	1	1	1
1829	干爽	1	1	1	1
1830	干bi	1	1	1	1
1831	干逼	1	1	1	1
1832	干比	1	1	1	1
1833	干的你	1	1	1	1
1834	干干干	1	1	1	1
1835	干你老比	1	1	1	1
1836	干你老母	1	1	1	1
1837	干全家	1	1	1	1
1838	干死你	1	1	1	1
1839	干一家	1	1	1	1
1840	欠干	1	1	1	1
1841	狗干	1	1	1	1
1842	我干	1	1	1	1
1843	来干	1	1	1	1
1844	轮干	1	1	1	1
1845	轮流干	1	1	1	1
1846	干一干	1	1	1	1
1847	机叭	1	1	1	1
1848	臭鸡	1	1	1	1
1849	臭机	1	1	1	1
1850	烂鸟	1	1	1	1
1851	览叫	1	1	1	1
1852	肉壶	1	1	1	1
1853	奶子	1	1	1	1
1854	摸咪咪	1	1	1	1
1855	BLOW	1	1	1	1
1856	ASS	1	1	1	1
1857	小穴	1	1	1	1
1858	插你	1	1	1	1
1859	爽你	1	1	1	1
1860	他干	1	1	1	1
1861	操尼	1	1	1	1
1862	我咧干	1	1	1	1
1863	赶你娘	1	1	1	1
1864	冈峦	1	1	1	1
1865	刚比	1	1	1	1
1866	刚比样子	1	1	1	1
1867	援交	1	1	1	1
1868	奸暴	1	1	1	1
1869	再奸	1	1	1	1
1870	我奸	1	1	1	1
1871	奸你	1	1	1	1
1872	奸他	1	1	1	1
1873	奸她	1	1	1	1
1874	奸一奸	1	1	1	1
1875	淫湿	1	1	1	1
1876	鸡歪	1	1	1	1
1877	臭西	1	1	1	1
1878	遗精	1	1	1	1
1879	烂逼	1	1	1	1
1880	大血比	1	1	1	1
1881	叼你妈	1	1	1	1
1882	靠你妈	1	1	1	1
1883	戳你	1	1	1	1
1884	逼你老母	1	1	1	1
1885	草拟妈	1	1	1	1
1886	卖逼	1	1	1	1
1887	狗操卖逼	1	1	1	1
1888	奶娘	1	1	1	1
1889	他娘	1	1	1	1
1890	她娘	1	1	1	1
1891	骚B	1	1	1	1
1892	你妈了妹	1	1	1	1
1893	逼毛	1	1	1	1
1894	插你妈	1	1	1	1
1895	叼你	1	1	1	1
1896	渣波波	1	1	1	1
1897	嫩b	1	1	1	1
1898	weelaa	1	1	1	1
1899	缔顺	1	1	1	1
1900	帝顺	1	1	1	1
1901	蒂顺	1	1	1	1
1902	3P	1	1	1	1
1903	群P	1	1	1	1
1904	逼样	1	1	1	1
1905	比样	1	1	1	1
1906	婊子养的	1	1	1	1
1907	草你妈	1	1	1	1
1908	册那娘饿比	1	1	1	1
1909	插那吗B	1	1	1	1
1910	插那吗逼	1	1	1	1
1911	插那吗比	1	1	1	1
1912	插你爷爷	1	1	1	1
1913	戳那吗B	1	1	1	1
1914	戳那吗逼	1	1	1	1
1915	戳那吗比	1	1	1	1
1916	辏	1	1	1	1
1917	鹾	1	1	1	1
1918	错B	1	1	1	1
1919	错逼	1	1	1	1
1920	错比	1	1	1	1
1921	错那吗B	1	1	1	1
1922	错那吗逼	1	1	1	1
1923	错那吗比	1	1	1	1
1924	贱B	1	1	1	1
1925	贱bi	1	1	1	1
1926	贱逼	1	1	1	1
1927	贱比	1	1	1	1
1928	贱种	1	1	1	1
1929	烂B	1	1	1	1
1930	烂比	1	1	1	1
1931	烂袋	1	1	1	1
1932	烂货	1	1	1	1
1933	滥B	1	1	1	1
1934	滥逼	1	1	1	1
1935	滥比	1	1	1	1
1936	滥货	1	1	1	1
1937	妈B	1	1	1	1
1938	妈批	1	1	1	1
1939	那吗B	1	1	1	1
1940	那吗逼	1	1	1	1
1941	那吗错比	1	1	1	1
1942	那吗老比	1	1	1	1
1943	那吗瘟比	1	1	1	1
1944	那娘错比	1	1	1	1
1945	你妈比	1	1	1	1
1946	你妈的	1	1	1	1
1947	娘饿比	1	1	1	1
1948	侬着冈峦	1	1	1	1
1949	侬着卵抛	1	1	1	1
1950	骚棒	1	1	1	1
1951	骚包	1	1	1	1
1952	骚逼	1	1	1	1
1953	骚棍	1	1	1	1
1954	骚鶏	1	1	1	1
1955	骚卵	1	1	1	1
1956	煞笔	1	1	1	1
1957	他吗的	1	1	1	1
1958	他母亲	1	1	1	1
1959	温B	1	1	1	1
1960	温逼	1	1	1	1
1961	温比	1	1	1	1
1962	小B样	1	1	1	1
1963	小比样	1	1	1	1
1964	18摸 	1	1	1	1
1965	21世纪中国基金会	1	1	1	1
1966	6-4tianwang	1	1	1	1
1967	89-64cdjp	1	1	1	1
1968	ADMIN	1	1	1	1
1969	Aiort墓地	1	1	1	1
1970	ai滋	1	1	1	1
1971	Arqus会议场	1	1	1	1
1972	asshole	1	1	1	1
1973	Atan的移动石	1	1	1	1
1974	A片	1	1	1	1
1975	Baichi	1	1	1	1
1976	Baopi	1	1	1	1
1977	Bao皮	1	1	1	1
1978	bastard	1	1	1	1
1979	biaozi	1	1	1	1
1980	Biao子	1	1	1	1
1981	bignews	1	1	1	1
1982	Bi样	1	1	1	1
1983	BLOWJOB	1	1	1	1
1984	boxun	1	1	1	1
1985	B样	1	1	1	1
1986	cha你	1	1	1	1
1987	chinaliberal	1	1	1	1
1988	chinamz	1	1	1	1
1989	chinesenewsnet	1	1	1	1
1990	Clockgemstone	1	1	1	1
1991	creaders	1	1	1	1
1992	Crestbone	1	1	1	1
1993	dafa	1	1	1	1
1994	dajiyuan	1	1	1	1
1995	damn	1	1	1	1
1996	dfdz	1	1	1	1
1997	dpp	1	1	1	1
1998	EVENT	1	1	1	1
1999	falu	1	1	1	1
2000	falun	1	1	1	1
2001	falundafa	1	1	1	1
2002	Feelmistone	1	1	1	1
2003	Fku	1	1	1	1
2004	freechina	1	1	1	1
2005	freedom	1	1	1	1
2006	freenet	1	1	1	1
2007	GAMEMASTER	1	1	1	1
2008	gan你	1	1	1	1
2009	GCD	1	1	1	1
2010	Gruepin	1	1	1	1
2011	HACKING	1	1	1	1
2012	hongzhi	1	1	1	1
2013	hrichina	1	1	1	1
2014	huanet	1	1	1	1
2015	hypermartnet	1	1	1	1
2016	incest	1	1	1	1
2017	item	1	1	1	1
2018	J8	1	1	1	1
2019	jiangdongriji	1	1	1	1
2020	jian你	1	1	1	1
2021	jiaochuang	1	1	1	1
2022	jiaochun	1	1	1	1
2023	jiba	1	1	1	1
2024	jinv	1	1	1	1
2025	Ji女	1	1	1	1
2026	KISSMYASS	1	1	1	1
2027	lihongzhi	1	1	1	1
2028	Mai骚	1	1	1	1
2029	making	1	1	1	1
2030	minghui	1	1	1	1
2031	minghuinews	1	1	1	1
2032	nacb	1	1	1	1
2033	naive	1	1	1	1
2034	Neckromancer	1	1	1	1
2035	nmis	1	1	1	1
2036	paper64	1	1	1	1
2037	peacehall	1	1	1	1
2038	playboy	1	1	1	1
2039	pussy	1	1	1	1
2040	qiangjian	1	1	1	1
2041	Rape	1	1	1	1
2042	renminbao	1	1	1	1
2043	renmingbao	1	1	1	1
2044	rfa	1	1	1	1
2045	safeweb	1	1	1	1
2046	saobi	1	1	1	1
2047	simple	1	1	1	1
2048	sucker	1	1	1	1
2049	svdc	1	1	1	1
2050	System	1	1	1	1
2051	taip	1	1	1	1
2052	tibetalk	1	1	1	1
2053	triangle	1	1	1	1
2054	triangleboy	1	1	1	1
2055	Tringel	1	1	1	1
2056	UltraSurf	1	1	1	1
2057	unixbox	1	1	1	1
2058	ustibet	1	1	1	1
2059	voa	1	1	1	1
2060	voachinese	1	1	1	1
2061	wangce	1	1	1	1
2062	WEBZEN	1	1	1	1
2063	WG	1	1	1	1
2064	wstaiji	1	1	1	1
2065	xinsheng	1	1	1	1
2066	yuming	1	1	1	1
2067	zhengjian	1	1	1	1
2068	zhengjianwang	1	1	1	1
2069	zhenshanren	1	1	1	1
2070	zhuanfalun	1	1	1	1
2071	JB	1	1	1	1
2072	www	1	1	1	1
2073	FuCk	1	1	1	1
2074	net	1	1	1	1
2075	org	1	1	1	1
2076	int	1	1	1	1
2077	edu	1	1	1	1
2078	gov	1	1	1	1
2079	mil	1	1	1	1
2080	arpa	1	1	1	1
2081	biz	1	1	1	1
2082	info	1	1	1	1
2083	name	1	1	1	1
2084	pro	1	1	1	1
2085	coop	1	1	1	1
2086	aero	1	1	1	1
2087	museum	1	1	1	1
2088	tv	1	1	1	1
2089	fuCK	1	1	1	1
2090	UR	1	1	1	1
2091	他妈	1	1	1	1
2092	她妈	1	1	1	1
2093	牛逼	1	1	1	1
2094	牛B牛比	1	1	1	1
2095	傻逼	1	1	1	1
2096	八仙	1	1	1	1
2097	eight仙	1	1	1	1
2098	混沌诀	1	1	1	1
2099	混沌	1	1	1	1
2100	你妈	1	1	1	1
2101	装逼	1	1	1	1
2102	装B	1	1	1	1
2103	不玩了	1	1	1	1
2104	删号	1	1	1	1
2105	卖号	1	1	1	1
2106	垃圾游戏	1	1	1	1
2107	烂游戏	1	1	1	1
2108	妈逼	1	1	1	1
2109	淘宝	1	1	1	1
2110	出售账号	1	1	1	1
2111	出售此号	1	1	1	1
2112	U-R	1	1	1	1
2113	吗的	1	1	1	1
2114	8仙	1	1	1	1
2115	狗日	1	1	1	1
2116	出售神符	1	1	1	1
2117	h站	1	1	1	1
2118	龙虎	1	1	1	1
2119	虎门	1	1	1	1
2120	龙虎门	1	1	1	1
2121	WEB牌戰	1	1	1	1
2122	WEB战牌	1	1	1	1
2123	战牌	1	1	1	1
2124	街头对抗	1	1	1	1
2125	台独	1	1	1	1
2126	混沌决	1	1	1	1
2127	NPC	1	1	1	1
2128	@sshole	1	1	1	1
2129	a$$hole	1	1	1	1
2130	a$shole	1	1	1	1
2131	as$hole	1	1	1	1
2132	bbscity	1	1	1	1
2133	beijingspring	1	1	1	1
2134	bjzc	1	1	1	1
2135	butthead	1	1	1	1
2136	butthole	1	1	1	1
2137	cctv	1	1	1	1
2138	cdjp	1	1	1	1
2139	chengmingmag	1	1	1	1
2140	chinesenewsweek	1	1	1	1
2141	cunt	1	1	1	1
2142	damm	1	1	1	1
2143	epochtimes	1	1	1	1
2144	FLG	1	1	1	1
2145	fawanghuihui	1	1	1	1
2146	fofg	1	1	1	1
2147	fosaon	1	1	1	1
2148	fu	1	1	1	1
2149	fuc	1	1	1	1
2150	YOU	1	1	1	1
2151	fuk	1	1	1	1
2152	fv	1	1	1	1
2153	fvc	1	1	1	1
2154	ＧＡＭＥｍａｓｔｅｒ	1	1	1	1
2155	GameMaste	1	1	1	1
2156	gc365	1	1	1	1
2157	globalrescue	1	1	1	1
2158	mingpaonews	1	1	1	1
2159	minhui	1	1	1	1
2160	on9	1	1	1	1
2161	orgasmus	1	1	1	1
2162	phuc	1	1	1	1
2163	piss	1	1	1	1
2164	ri	1	1	1	1
2165	screw	1	1	1	1
2166	secretchina	1	1	1	1
2167	sega	1	1	1	1
2168	sf	1	1	1	1
2169	sh!t	1	1	1	1
2170	shengda	1	1	1	1
2171	shyt	1	1	1	1
2172	snatch	1	1	1	1
2173	soundofhope	1	1	1	1
2174	xinguangming	1	1	1	1
2175	yuanming	1	1	1	1
2176	zhengqing	1	1	1	1
2177	zhengwunet	1	1	1	1
2178	zhongguohun	1	1	1	1
2179	阿扁	1	1	1	1
2180	阿拉	1	1	1	1
2181	阿拉法特	1	1	1	1
2182	挨球	1	1	1	1
2183	安南	1	1	1	1
2184	安全局	1	1	1	1
2185	澳洲光明网	1	1	1	1
2186	八九	1	1	1	1
2187	八九风波	1	1	1	1
2188	办理文凭	1	1	1	1
2189	办理证件	1	1	1	1
2190	包皮	1	1	1	1
2191	保监会	1	1	1	1
2192	保密局	1	1	1	1
2193	鸨7	1	1	1	1
2194	鲍岳桥	1	1	1	1
2195	暴动	1	1	1	1
2196	暴乱	1	1	1	1
2197	暴徒	1	1	1	1
2198	北京之春	1	1	1	1
2199	贝肉	1	1	1	1
2200	本拉登	1	1	1	1
2201	苯比	1	1	1	1
2202	笨屄	1	1	1	1
2203	笨逼	1	1	1	1
2204	屄毛	1	1	1	1
2205	比毛	1	1	1	1
2206	婊7	1	1	1	1
2207	宾周	1	1	1	1
2208	波霸	1	1	1	1
2209	博讯	1	1	1	1
2210	薄一波	1	1	1	1
2211	布莱尔	1	1	1	1
2212	布雷尔	1	1	1	1
2213	布什	1	1	1	1
2214	财政部	1	1	1	1
2215	参事室	1	1	1	1
2216	操7	1	1	1	1
2217	操XX	1	1	1	1
2218	操逼	1	1	1	1
2219	操比	1	1	1	1
2220	操蛋	1	1	1	1
2221	操你八辈祖宗	1	1	1	1
2222	操你妈屄	1	1	1	1
2223	草的你妈	1	1	1	1
2224	草妈	1	1	1	1
2225	测绘局	1	1	1	1
2226	插妳	1	1	1	1
2227	插深些	1	1	1	1
2228	产权局	1	1	1	1
2229	车臣	1	1	1	1
2230	车仑	1	1	1	1
2231	陈功	1	1	1	1
2232	陈晓宁	1	1	1	1
2233	成人电影	1	1	1	1
2234	成人片	1	1	1	1
2235	吃大便	1	1	1	1
2236	吃屎	1	1	1	1
2237	迟浩田	1	1	1	1
2238	赤匪	1	1	1	1
2239	抽插	1	1	1	1
2240	抽你丫的	1	1	1	1
2241	臭化西	1	1	1	1
2242	出售假币	1	1	1	1
2243	出售枪支	1	1	1	1
2244	出售手枪	1	1	1	1
2245	春药	1	1	1	1
2246	粗制吗啡	1	1	1	1
2247	打炮	1	1	1	1
2248	大FA弟子	1	1	1	1
2249	大B	1	1	1	1
2250	大逼	1	1	1	1
2251	大波波	1	1	1	1
2252	大花B	1	1	1	1
2253	大会堂	1	1	1	1
2254	大麻树脂	1	1	1	1
2255	大麻油	1	1	1	1
2256	大师	1	1	1	1
2257	戴维教	1	1	1	1
2258	大学骚乱	1	1	1	1
2259	大血B	1	1	1	1
2260	呆卵	1	1	1	1
2261	代表大会	1	1	1	1
2262	戴海静	1	1	1	1
2263	戴红	1	1	1	1
2264	戴晶	1	1	1	1
2265	党主席	1	1	1	1
2266	档案局	1	1	1	1
2267	盗窃犯	1	1	1	1
2268	道教	1	1	1	1
2269	地震局	1	1	1	1
2270	弟大物勃	1	1	1	1
2271	电监会	1	1	1	1
2272	屌7	1	1	1	1
2273	屌鸠	1	1	1	1
2274	屌毛	1	1	1	1
2275	屌妳	1	1	1	1
2276	屌七	1	1	1	1
2277	屌西	1	1	1	1
2278	钓鱼台	1	1	1	1
2279	调理劳务系	1	1	1	1
2280	丁关根	1	1	1	1
2281	丁子霖	1	1	1	1
2282	东升	1	1	1	1
2283	东突暴动和独立	1	1	1	1
2284	东突组织	1	1	1	1
2285	东亚病夫	1	1	1	1
2286	董建华	1	1	1	1
2287	董贱华	1	1	1	1
2288	董文华	1	1	1	1
2289	懂文华	1	1	1	1
2290	独立	1	1	1	1
2291	短信群发器	1	1	1	1
2292	对日强硬	1	1	1	1
2293	多维社	1	1	1	1
2294	多维网	1	1	1	1
2295	多维新闻	1	1	1	1
2296	多维周刊	1	1	1	1
2297	恶搞晚会	1	1	1	1
2298	二B	1	1	1	1
2299	二屄	1	1	1	1
2300	二逼	1	1	1	1
2301	二乙基酰胺	1	1	1	1
2302	发改委	1	1	1	1
2303	发奖使者	1	1	1	1
2304	发抡功	1	1	1	1
2305	发伦功	1	1	1	1
2306	发论	1	1	1	1
2307	发论公	1	1	1	1
2308	发论功	1	1	1	1
2309	发展研究中心	1	1	1	1
2310	发正念	1	1	1	1
2311	法功	1	1	1	1
2312	法愣	1	1	1	1
2313	法西斯	1	1	1	1
2314	法制办	1	1	1	1
2315	反动	1	1	1	1
2316	反华	1	1	1	1
2317	反恐委员会	1	1	1	1
2318	反日	1	1	1	1
2319	反政府	1	1	1	1
2320	分裂祖国	1	1	1	1
2321	佛教	1	1	1	1
2322	佛展千手法	1	1	1	1
2323	佛祖	1	1	1	1
2324	斧头镰刀	1	1	1	1
2325	阝月	1	1	1	1
2326	傅鹏	1	1	1	1
2327	傅作义	1	1	1	1
2328	干拎娘	1	1	1	1
2329	干妳老母	1	1	1	1
2330	干妳妈	1	1	1	1
2331	干七八	1	1	1	1
2332	港澳办	1	1	1	1
2333	高俊	1	1	1	1
2334	高校暴乱	1	1	1	1
2335	高校群体事件	1	1	1	1
2336	高校骚乱	1	1	1	1
2337	睾	1	1	1	1
2338	睾丸	1	1	1	1
2339	工力	1	1	1	1
2340	工商局	1	1	1	1
2341	公安	1	1	1	1
2342	公安部	1	1	1	1
2343	公安局	1	1	1	1
2344	共狗	1	1	1	1
2345	共青团员	1	1	1	1
2346	狗b	1	1	1	1
2347	狗操	1	1	1	1
2348	狗卵	1	1	1	1
2349	狗娘	1	1	1	1
2350	狗屁	1	1	1	1
2351	狗日的	1	1	1	1
2352	狗屎	1	1	1	1
2353	古方迷香	1	1	1	1
2354	观世音	1	1	1	1
2355	官逼民反	1	1	1	1
2356	官商勾结	1	1	1	1
2357	管理人员	1	1	1	1
2358	光明日报	1	1	1	1
2359	广电局	1	1	1	1
2360	鬼村	1	1	1	1
2361	滚	1	1	1	1
2362	国安局	1	1	1	1
2363	国防部	1	1	1	1
2364	国防科工委	1	1	1	1
2365	国管局	1	1	1	1
2366	国际法院	1	1	1	1
2367	国家民委	1	1	1	1
2368	国家主席	1	1	1	1
2369	国家主要部委	1	1	1	1
2370	国民党	1	1	1	1
2371	国民党万岁	1	1	1	1
2372	国土资源部	1	1	1	1
2373	国研室	1	1	1	1
2374	国资委	1	1	1	1
2375	哈批	1	1	1	1
2376	海关总署	1	1	1	1
2377	海洋局	1	1	1	1
2378	何候华	1	1	1	1
2379	红卫兵	1	1	1	1
2380	洪兴	1	1	1	1
2381	洪志	1	1	1	1
2382	后庭	1	1	1	1
2383	胡XX	1	1	1	1
2384	胡紧涛	1	1	1	1
2385	胡紧套	1	1	1	1
2386	胡乔木	1	1	1	1
2387	胡主席	1	1	1	1
2388	花柳	1	1	1	1
2389	华国锋	1	1	1	1
2390	欢城	1	1	1	1
2391	欢城互动	1	1	1	1
2392	环保总局	1	1	1	1
2393	换妻	1	1	1	1
2394	黄色电影	1	1	1	1
2395	黄色小电影	1	1	1	1
2396	回回	1	1	1	1
2397	回族人吃猪肉	1	1	1	1
2398	昏药	1	1	1	1
2399	火棒	1	1	1	1
2400	鸡芭	1	1	1	1
2401	基督	1	1	1	1
2402	激情电影	1	1	1	1
2403	激情小电影	1	1	1	1
2404	鸡8	1	1	1	1
2405	几届中央政治局委员	1	1	1	1
2406	计牌软件	1	1	1	1
2407	计生委	1	1	1	1
2408	妓	1	1	1	1
2409	妓院	1	1	1	1
2410	佳静安定片	1	1	1	1
2411	奸夫淫妇	1	1	1	1
2412	监察部	1	1	1	1
2413	监管局	1	1	1	1
2414	监听王	1	1	1	1
2415	检察院	1	1	1	1
2416	建设部	1	1	1	1
2417	贱	1	1	1	1
2418	江Core	1	1	1	1
2419	江八	1	1	1	1
2420	江核心	1	1	1	1
2421	江择民	1	1	1	1
2422	江折民	1	1	1	1
2423	江猪	1	1	1	1
2424	江猪媳	1	1	1	1
2425	江主席	1	1	1	1
2426	酱猪媳	1	1	1	1
2427	交通部	1	1	1	1
2428	姣西	1	1	1	1
2429	叫床	1	1	1	1
2430	叫鸡	1	1	1	1
2431	叫小姐	1	1	1	1
2432	教育部	1	1	1	1
2433	她妈的	1	1	1	1
2434	届中央政治局委员	1	1	1	1
2435	禁书	1	1	1	1
2436	经济社会理事会	1	1	1	1
2437	经社理事会	1	1	1	1
2438	警匪一家	1	1	1	1
2439	敬国神社	1	1	1	1
2440	纠察员	1	1	1	1
2441	鸠	1	1	1	1
2442	鸠屎	1	1	1	1
2443	军长发威	1	1	1	1
2444	军国主义	1	1	1	1
2445	军事委员会	1	1	1	1
2446	军委	1	1	1	1
2447	看牌器	1	1	1	1
2448	看牌软件	1	1	1	1
2449	看棋器	1	1	1	1
2450	看棋软件	1	1	1	1
2451	抗日	1	1	1	1
2452	靠	1	1	1	1
2453	靠腰	1	1	1	1
2454	可待因	1	1	1	1
2455	可卡叶	1	1	1	1
2456	克林顿	1	1	1	1
2457	客户服务人员	1	1	1	1
2458	恐怖份子	1	1	1	1
2459	寇晓伟	1	1	1	1
2460	狂操	1	1	1	1
2461	狂操你全家	1	1	1	1
2462	拉登	1	1	1	1
2463	拉姆斯菲尔德	1	1	1	1
2464	懒教	1	1	1	1
2465	烂屄	1	1	1	1
2466	烂屌	1	1	1	1
2467	劳+教+所	1	1	1	1
2468	劳动保障部	1	1	1	1
2469	老逼	1	1	1	1
2470	老毛子	1	1	1	1
2471	黎阳评	1	1	1	1
2472	李弘旨	1	1	1	1
2473	李红志	1	1	1	1
2474	李宏旨	1	1	1	1
2475	李鹏	1	1	1	1
2476	李山	1	1	1	1
2477	李铁映	1	1	1	1
2478	李先念	1	1	1	1
2479	联大	1	1	1	1
2480	联合国	1	1	1	1
2481	联合国大会	1	1	1	1
2482	联易	1	1	1	1
2483	联易互动	1	1	1	1
2484	粮食局	1	1	1	1
2485	两腿之间	1	1	1	1
2486	林业局	1	1	1	1
2487	刘军	1	1	1	1
2488	流氓	1	1	1	1
2489	六四	1	1	1	1
2490	六。四	1	1	1	1
2491	六合彩	1	1	1	1
2492	六-四	1	1	1	1
2493	六四事件	1	1	1	1
2494	六四真相	1	1	1	1
2495	龙新民	1	1	1	1
2496	旅游局	1	1	1	1
2497	卵	1	1	1	1
2498	轮功	1	1	1	1
2499	骡干	1	1	1	1
2500	妈卖妈屁	1	1	1	1
2501	妈祖	1	1	1	1
2502	麻醉钢枪	1	1	1	1
2503	麻醉枪	1	1	1	1
2504	麻醉药	1	1	1	1
2505	麻醉乙醚	1	1	1	1
2506	马卖马屁	1	1	1	1
2507	吗啡	1	1	1	1
2508	吗啡碱	1	1	1	1
2509	吗啡片	1	1	1	1
2510	买财富	1	1	1	1
2511	买卖枪支	1	1	1	1
2512	麦角酸	1	1	1	1
2513	卖B	1	1	1	1
2514	卖ID	1	1	1	1
2515	卖QQ	1	1	1	1
2516	卖财富	1	1	1	1
2517	卖党求荣	1	1	1	1
2518	卖国求荣	1	1	1	1
2519	卖卡	1	1	1	1
2520	卖软件	1	1	1	1
2521	毛XX	1	1	1	1
2522	毛一鲜	1	1	1	1
2523	毛主席	1	1	1	1
2524	梅花网	1	1	1	1
2525	美国	1	1	1	1
2526	美国佬	1	1	1	1
2527	美利坚	1	1	1	1
2528	蒙尘药	1	1	1	1
2529	迷魂药	1	1	1	1
2530	迷奸药	1	1	1	1
2531	迷歼药	1	1	1	1
2532	迷药	1	1	1	1
2533	密洞	1	1	1	1
2534	民航局	1	1	1	1
2535	民政部	1	1	1	1
2536	明慧网	1	1	1	1
2537	莫索里尼	1	1	1	1
2538	妳妈的	1	1	1	1
2539	妳马的	1	1	1	1
2540	南联盟	1	1	1	1
2541	伱妈	1	1	1	1
2542	你爸	1	1	1	1
2543	你大爷	1	1	1	1
2544	你二大爷	1	1	1	1
2545	你老母	1	1	1	1
2546	你老味	1	1	1	1
2547	你姥	1	1	1	1
2548	你姥姥的	1	1	1	1
2549	你娘	1	1	1	1
2550	你爷爷的	1	1	1	1
2551	鸟你	1	1	1	1
2552	牛比	1	1	1	1
2553	农业部	1	1	1	1
2554	虐待	1	1	1	1
2555	拍肩神药	1	1	1	1
2556	喷你	1	1	1	1
2557	彭真	1	1	1	1
2558	皮条	1	1	1	1
2559	嫖客	1	1	1	1
2560	苹果日报	1	1	1	1
2561	破坏	1	1	1	1
2562	仆街	1	1	1	1
2563	普京	1	1	1	1
2564	气象局	1	1	1	1
2565	钱其琛	1	1	1	1
2566	枪决女犯	1	1	1	1
2567	枪决现场	1	1	1	1
2568	枪支弹药	1	1	1	1
2569	强卫	1	1	1	1
2570	强效失意药	1	1	1	1
2571	强硬发言	1	1	1	1
2572	乔石	1	1	1	1
2573	侨办	1	1	1	1
2574	切七	1	1	1	1
2575	窃听器	1	1	1	1
2576	窃听器材	1	1	1	1
2577	青天白日	1	1	1	1
2578	去死	1	1	1	1
2579	人大	1	1	1	1
2580	人大代表	1	1	1	1
2581	人代会	1	1	1	1
2582	人弹	1	1	1	1
2583	人民	1	1	1	1
2584	人民广场	1	1	1	1
2585	人民日报	1	1	1	1
2586	人民银行	1	1	1	1
2587	人体炸弹	1	1	1	1
2588	日X妈	1	1	1	1
2589	日本RING	1	1	1	1
2590	日本鬼子	1	1	1	1
2591	日你娘	1	1	1	1
2592	日他娘	1	1	1	1
2593	肉壁	1	1	1	1
2594	肉洞	1	1	1	1
2595	肉缝	1	1	1	1
2596	肉棍	1	1	1	1
2597	肉棍子	1	1	1	1
2598	肉穴	1	1	1	1
2599	乳	1	1	1	1
2600	乳波臀浪	1	1	1	1
2601	撒尿	1	1	1	1
2602	塞白	1	1	1	1
2603	塞你爸	1	1	1	1
2604	塞你公	1	1	1	1
2605	塞你老母	1	1	1	1
2606	塞你老师	1	1	1	1
2607	塞你母	1	1	1	1
2608	塞你娘	1	1	1	1
2609	三个呆婊	1	1	1	1
2610	三个代婊	1	1	1	1
2611	三民主义	1	1	1	1
2612	三陪女	1	1	1	1
2613	三去车仑	1	1	1	1
2614	三唑仑	1	1	1	1
2615	色情电影	1	1	1	1
2616	色情服务	1	1	1	1
2617	色情小电影	1	1	1	1
2618	傻屄	1	1	1	1
2619	傻吊	1	1	1	1
2620	傻卵	1	1	1	1
2621	傻子	1	1	1	1
2622	煞逼	1	1	1	1
2623	商务部	1	1	1	1
2624	上你	1	1	1	1
2625	社会正义力量	1	1	1	1
2626	社保基金会	1	1	1	1
2627	社科院	1	1	1	1
2628	身份生成器	1	1	1	1
2629	神通加持法	1	1	1	1
2630	审计署	1	1	1	1
2631	升达毕业证	1	1	1	1
2632	生春袋	1	1	1	1
2633	生鸦片	1	1	1	1
2634	圣女峰	1	1	1	1
2635	湿透的内裤	1	1	1	1
2636	十八摸	1	1	1	1
2637	十年动乱	1	1	1	1
2638	十五周年	1	1	1	1
2639	石进	1	1	1	1
2640	食捻屎	1	1	1	1
2641	食屎	1	1	1	1
2642	驶你爸	1	1	1	1
2643	驶你公	1	1	1	1
2644	驶你老母	1	1	1	1
2645	驶你老师	1	1	1	1
2646	驶你母	1	1	1	1
2647	驶你娘	1	1	1	1
2648	世界日报	1	1	1	1
2649	是鸡	1	1	1	1
2650	手机复制	1	1	1	1
2651	受虐狂	1	1	1	1
2652	售ID	1	1	1	1
2653	售号	1	1	1	1
2654	售软件	1	1	1	1
2655	双峰微颤	1	1	1	1
2656	氵去	1	1	1	1
2657	水利部	1	1	1	1
2658	水去车仑	1	1	1	1
2659	税务总局	1	1	1	1
2660	司法部	1	1	1	1
2661	私服	1	1	1	1
